material_id,material_name,product_family,tds_found,industry_level_1,category_level_2,application_level_3,is_primary_application,application_function_details,validation_status
296,"Paprika Oleoresin 60,000 CU",Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
297,"Paprika Oleoresin 80,000 CU",Paprika Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Standardized carotenoid color (ASTA / Color Units) combined with authentic sweet paprika aroma.,Analyst Proposed
297,"Paprika Oleoresin 80,000 CU",Paprika Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Natural red-orange color standardization and mild warm spice notes in sausages.,Analyst Proposed
297,"Paprika Oleoresin 80,000 CU",Paprika Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Tomato & Table Sauces,Ketchup & BBQ Sauces,No,Enhances tomato hue and warm spice background in sauces.,Analyst Proposed
298,Parsley Oleoresin 1001,Parsley Oleoresin,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,Analyst Proposed
298,Parsley Oleoresin 1001,Parsley Oleoresin,Not found for any variants,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,Analyst Proposed
299,Parsley Oleoresin 1002,Parsley Oleoresin,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,Analyst Proposed
299,Parsley Oleoresin 1002,Parsley Oleoresin,Not found for any variants,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,Analyst Proposed
300,Parsley Oleoresin 1003,Parsley Oleoresin,Not found for any variants,Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Concentrated standardized spice flavor profile for topical dusting and snacks.,Analyst Proposed
300,Parsley Oleoresin 1003,Parsley Oleoresin,Not found for any variants,Meat & Poultry,Processed Meat,Emulsified Sausages,No,Even seasoning dispersion in cutter or tumbler without microbial load.,Analyst Proposed
301,PDI Salt-Local-50kg,PDI Salt-Local-50kg,"No, and doesn't have variants",Meat & Poultry,Processed Meat,Emulsified Sausages & Restructured Meat,Yes,"Optimizes meat protein binding, cured color fixation, texture cross-linking, and shelf-life extension in sausages, luncheon, and beef pastrami.",Analyst Proposed
302,Pectin 105C,Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
302,Pectin 105C,Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
303,Pectin CE 514,Pectin Functional Systems,Not found for any variants,Confectionery,Gel Confectionery,Gummies / Jellies,Yes,Produces clear elastic gummy jellies with fast setting time and high heat stability.,Analyst Proposed
304,Pectin LM 101 AS,Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
304,Pectin LM 101 AS,Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
305,Pectin LM 102 AS,Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
305,Pectin LM 102 AS,Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
306,Pectin LM 104 AS,Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
306,Pectin LM 104 AS,Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
307,Pectin LM 104 AS - FS,Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
307,Pectin LM 104 AS - FS,Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
308,Pectin LM 106 AS-YA,Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
308,Pectin LM 106 AS-YA,Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
309,Pectin LM104 AS (100),Pectin Functional Systems,Not found for any variants,Bakery,Pastry Fillings,Bake-Stable Jams & Pie Fillings,Yes,Bake-stable gelling resisting boil-out during oven baking.,Analyst Proposed
309,Pectin LM104 AS (100),Pectin Functional Systems,Not found for any variants,Dairy,Fermented Dairy,Yogurt Fruit Preparations,No,Suspends whole fruit chunks in yogurts without syneresis.,Analyst Proposed
310,Pectin Ultra,Pectin Functional Systems,Not found for any variants,Confectionery,Gel Confectionery,Gummies / Jellies,Yes,Produces clear elastic gummy jellies with fast setting time and high heat stability.,Analyst Proposed
311,Pepper Black Oleoresin 1002,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
311,Pepper Black Oleoresin 1002,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
311,Pepper Black Oleoresin 1002,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
312,Pepper Black Oleoresin 1003,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
312,Pepper Black Oleoresin 1003,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
312,Pepper Black Oleoresin 1003,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
313,Pepper Black Oleoresin 1004,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
313,Pepper Black Oleoresin 1004,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
313,Pepper Black Oleoresin 1004,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
314,Pepper Black Oleoresin 1005,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
314,Pepper Black Oleoresin 1005,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
314,Pepper Black Oleoresin 1005,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
315,Pepper Black Oleoresin 1006,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
315,Pepper Black Oleoresin 1006,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
315,Pepper Black Oleoresin 1006,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
316,Pepper Black Oleoresin 1007,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
316,Pepper Black Oleoresin 1007,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
316,Pepper Black Oleoresin 1007,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
317,Pepper Black Oleoresin 1008,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
317,Pepper Black Oleoresin 1008,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
317,Pepper Black Oleoresin 1008,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
318,Pepper Black Oleoresin 1009,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
318,Pepper Black Oleoresin 1009,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
318,Pepper Black Oleoresin 1009,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
319,Pepper Black Oleoresin 1010,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
319,Pepper Black Oleoresin 1010,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
319,Pepper Black Oleoresin 1010,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
320,Pepper Black Oleoresin 1011,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
320,Pepper Black Oleoresin 1011,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
320,Pepper Black Oleoresin 1011,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
321,Pepper Black Oleoresin 1012,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
321,Pepper Black Oleoresin 1012,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
321,Pepper Black Oleoresin 1012,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
322,Pepper Black Oleoresin 1013,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
322,Pepper Black Oleoresin 1013,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
322,Pepper Black Oleoresin 1013,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
323,Pepper Black Oleoresin 1014,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
323,Pepper Black Oleoresin 1014,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
323,Pepper Black Oleoresin 1014,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
324,Pepper Black Oleoresin 1015,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
324,Pepper Black Oleoresin 1015,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
324,Pepper Black Oleoresin 1015,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
325,Pepper Black Oleoresin 1016,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
325,Pepper Black Oleoresin 1016,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
325,Pepper Black Oleoresin 1016,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
326,Pepper Black Oleoresin 1017,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
326,Pepper Black Oleoresin 1017,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
326,Pepper Black Oleoresin 1017,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
327,Pepper Black Oleoresin 1018,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
327,Pepper Black Oleoresin 1018,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
327,Pepper Black Oleoresin 1018,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
328,Pepper Black Oleoresin 1019,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
328,Pepper Black Oleoresin 1019,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
328,Pepper Black Oleoresin 1019,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
329,Pepper Black Oleoresin 1020,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
329,Pepper Black Oleoresin 1020,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
329,Pepper Black Oleoresin 1020,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
330,Pepper Black Oleoresin 1021,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
330,Pepper Black Oleoresin 1021,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
330,Pepper Black Oleoresin 1021,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
331,Pepper Black Oleoresin 1022,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
331,Pepper Black Oleoresin 1022,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
331,Pepper Black Oleoresin 1022,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
332,Pepper Black Oleoresin 1023,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
332,Pepper Black Oleoresin 1023,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
332,Pepper Black Oleoresin 1023,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
333,Pepper Black Oleoresin 1024,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
333,Pepper Black Oleoresin 1024,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
333,Pepper Black Oleoresin 1024,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
334,Pepper Black Oleoresin 1025,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
334,Pepper Black Oleoresin 1025,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
334,Pepper Black Oleoresin 1025,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
335,Pepper Black Oleoresin 1026,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
335,Pepper Black Oleoresin 1026,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
335,Pepper Black Oleoresin 1026,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
336,Pepper Black Oleoresin 1027,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
336,Pepper Black Oleoresin 1027,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
336,Pepper Black Oleoresin 1027,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
337,Pepper Black Oleoresin 1028,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
337,Pepper Black Oleoresin 1028,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
337,Pepper Black Oleoresin 1028,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
338,Pepper Black Oleoresin 1029,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
338,Pepper Black Oleoresin 1029,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
338,Pepper Black Oleoresin 1029,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
339,Pepper Black Oleoresin 1030,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
339,Pepper Black Oleoresin 1030,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
339,Pepper Black Oleoresin 1030,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
340,Pepper Black Oleoresin 1031,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
340,Pepper Black Oleoresin 1031,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
340,Pepper Black Oleoresin 1031,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
341,Pepper Black Oleoresin 1032,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
341,Pepper Black Oleoresin 1032,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
341,Pepper Black Oleoresin 1032,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
342,Pepper Black Oleoresin 40/20,Pepper Black Oleoresin,"No, but copied variant",Snacks & Savory Seasonings,Topical Seasonings & Dusting,Potato Chips / Extruded Snacks,Yes,Instant pungent piperine impact and uniform distribution on potato/corn chips.,Analyst Proposed
342,Pepper Black Oleoresin 40/20,Pepper Black Oleoresin,"No, but copied variant",Meat & Poultry,Processed Meat,Emulsified Sausages,No,Standardized black pepper heat and terpene aroma without microbial contamination.,Analyst Proposed
342,Pepper Black Oleoresin 40/20,Pepper Black Oleoresin,"No, but copied variant","Sauces, Condiments & Dressings",Marinades & Pickling,Meat / Poultry Marinades,No,Standardized spice profile for tumbling marinades and table gravies.,Analyst Proposed
343,Potassium Citrate-25kg,Potassium Citrate-25kg,"No, and doesn't have variants",Beverages,Carbonated Drinks,Cola / Carbonated Soft Drinks,Yes,"Provides crisp tart acidity, enhances fruit flavor perception, and regulates formulation pH.",Analyst Proposed
343,Potassium Citrate-25kg,Potassium Citrate-25kg,"No, and doesn't have variants",Dairy,Cheese,Processed Cheese,No,Buffering salt assisting calcium chelation and protein emulsification.,Analyst Proposed
